"","Name","HighSchool","Position","Rating","NIL.Valuation","Followers","Last.Team","PastConf","New.Team","NewConf","didTransfer","binomialRep"
"610","Rivaldo Fairweather","TE /Boyd AndersonFort Lauderdale, FL","TE",81.23,326000,5200,"fiu golden panthers",NA,"auburn tigers","SEC","Yes",1
"611","Justin Joly","TE /Iona Preparatory SchoolNew Rochelle, NY","TE",77.88,321000,6800,NA,NA,"connecticut huskies",NA,"No",0
"612","R.J. Maryland","TE /Southlake CarrollSouthlake, TX","TE",89.28,311000,3200,NA,NA,"smu mustangs","American","No",0
"613","Jared Wiley","TE /TempleTemple, TX","TE",87.1,303000,10500,NA,NA,"tcu horned frogs","Big 12","No",0
"614","Amari Niblack","TE /LakewoodClearwater, FL","TE",94.58,286000,8700,NA,NA,"alabama crimson tide","SEC","No",0
"615","Jake Briningstool","TE /RavenwoodBrentwood, TN","TE",94.35,262000,16100,NA,NA,"clemson tigers","ACC","No",0
"616","Mason Taylor","TE /St. Thomas AquinasFort Lauderdale, FL","TE",87.33,235000,22000,NA,NA,"lsu tigers","SEC","No",0
"617","Terrance Ferguson","TE /HeritageLittleton, CO","TE",92.38,220000,50000,NA,NA,"oregon ducks","Pac-12","No",0
"618","David Martin-Robinson","TE /HempfieldLandisville, PA","TE",81.78,220000,3400,NA,NA,"temple owls","American","No",0
"619","Jack Westover","TE /Mount SiSnoqualmie, WA","TE",50,207000,3500,NA,NA,"washington huskies","Pac-12","No",0
"620","Tyler Warren","TE /AtleeMechanicsville, VA","TE",87.5,207000,4100,NA,NA,"penn state nittany lions","Big Ten","No",0
"621","Mitchell Evans","TE /WadsworthWadsworth, OH","TE",88.8,207000,5700,NA,NA,"notre dame fighting irish","Independent","No",0
"622","Jahleel Billingsley","TE /Phillips AcademyChicago, IL","TE",90.33,207000,22000,NA,NA,"recruits",NA,"No",0
"623","Arlis Boardingham","TE /BirminghamVan Nuys, CA","TE",87.88,205000,6800,NA,NA,"florida gators","SEC","No",0
"624","Oscar Delp","TE /West ForsythCumming, GA","TE",94.87,203000,50000,NA,NA,"georgia bulldogs","SEC","No",0
"625","Gavin Bartholomew","TE /Blue MountainSchuylkill Haven, PA","TE",82.57,202000,7000,NA,NA,"pittsburgh panthers","ACC","No",0
"626","Michael Harrison","TE /San Francisco, CA","TE",50,199000,3100,NA,NA,"recruits",NA,"No",0
"627","Gunnar Helm","TE /Cherry CreekEnglewood, CO","TE",86.47,193000,7500,NA,NA,"texas longhorns","Big 12","No",0
"628","Trey Knox","TE /BlackmanMurfreesboro, TN","TE",91.11,185000,48000,"arkansas razorbacks","SEC","south carolina gamecocks","SEC","Yes",1
"629","Jake Johnson","TE /Oconee CountyBogart, GA","TE",95.1,180000,26000,NA,NA,"texas a&m aggies","SEC","No",0
"630","Kole Taylor","TE /CentralGrand Junction, CO","TE",88.4,173000,4800,"lsu tigers","SEC","west virginia mountaineers","Big 12","Yes",1
"631","Pearce Spurlin","TE /South WaltonSanta Rosa Beach, FL","TE",95.42,153000,19500,NA,NA,"georgia bulldogs","SEC","No",0
"632","Theo Johnson","TE /Holy Names High SchoolWindsor, PA","TE",94.76,152000,15600,NA,NA,"penn state nittany lions","Big Ten","No",0
"633","Jacob Warren","TE /FarragutKnoxville, TN","TE",86.77,149000,21000,NA,NA,"tennessee volunteers","SEC","No",0
"634","Ethan Davis","TE /Collins HillSuwanee, GA","TE",92.83,147000,82000,NA,NA,"tennessee volunteers","SEC","No",0
"635","Mason Fairchild","TE /AndaleAndale, KS","TE",79.66,147000,2700,NA,NA,"kansas jayhawks","Big 12","No",0
"636","McCallan Castles","TE /South TahoeSouth Lake Tahoe, CA","TE",89.67,138000,4900,"uc davis aggies","Big Sky","tennessee volunteers","SEC","Yes",1
"637","Ben Yurosek","TE /Bakersfield ChristianBakersfield, CA","TE",88.43,137000,2700,NA,NA,"stanford cardinal","Pac-12","No",0
"638","Jalin Conyers","TE /GruverGruver, TX","TE",92.12,132000,15400,NA,NA,"recruits",NA,"No",0
"639","Tyler Fromm","TE /Warner RobinsWarner Robins, GA","TE",89.83,124000,39000,NA,NA,"auburn tigers","SEC","No",0
"640","Jelani Thurman","TE /Langston HughesFairburn, GA","TE",93.66,122000,4800,NA,NA,"ohio state buckeyes","Big Ten","No",0
"641","Lawson Luckie","TE /NorcrossNorcross, GA","TE",93.27,121000,10100,NA,NA,"georgia bulldogs","SEC","No",0
"642","Erick All","TE /FairfieldFairfield, OH","TE",89.37,120000,29000,"michigan wolverines","Big Ten","iowa hawkeyes","Big Ten","Yes",1
"643","Andrew Rappleyea","TE /Milton AcademyMillbrook, NY","TE",94.15,118000,5700,NA,NA,"penn state nittany lions","Big Ten","No",0
"644","Riley Williams","TE /IMG AcademyPortland, OR","TE",93.84,118000,8900,"towson tigers","CAA","miami hurricanes","ACC","Yes",1
"645","Kenyon Sadiq","TE /Skyline SeniorIdaho Falls, ID","TE",93.65,114000,6000,NA,NA,"oregon ducks","Pac-12","No",0
"646","Ka'Morreun Pimpton","TE /North CrowleyFort Worth, TX","TE",93.25,113000,2800,NA,NA,"lsu tigers","SEC","No",0
"647","Ty Lockwood","TE /IndependenceThompson's Station, TN","TE",91.25,113000,10600,NA,NA,"alabama crimson tide","SEC","No",0
"648","Joe Royer","TE /ElderCincinnati, OH","TE",89.01,110000,14600,NA,NA,"ohio state buckeyes","Big Ten","No",0
"649","Jaden Platt","TE /EatonHaslet, TX","TE",91.35,110000,3300,NA,NA,"texas a&m aggies","SEC","No",0
"650","Markeston Douglas","TE /HaywoodBrownsville, TN","TE",82.53,108000,6200,NA,NA,"florida state seminoles","ACC","No",0
"651","Thomas Fidone","TE /Lewis CentralCouncil Bluffs, IA","TE",95.27,108000,31000,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"652","CJ Dippre","TE /LakelandJermyn, PA","TE",85,106000,10200,"maryland terrapins","Big Ten","alabama crimson tide","SEC","Yes",1
"653","Michael Trigg","TE /Carrollwood DayTampa, FL","TE",92.83,103000,45000,NA,NA,"ole miss rebels","SEC","No",0
"654","Lake McRee","TE /Lake TravisAustin, TX","TE",88.67,103000,8600,NA,NA,"usc trojans","Pac-12","No",0
"655","Robbie Ouzts","TE /Rock HillRock Hill, SC","TE",87.4,102000,3400,NA,NA,"alabama crimson tide","SEC","No",0
"656","Max Wright","TE /TaylorKaty, TX","TE",92.56,102000,13500,NA,NA,"texas a&m aggies","SEC","No",0
"657","Jude Wolfe","TE /St. John BoscoBellflower, CA","TE",91.49,101000,6100,NA,NA,"usc trojans","Pac-12","No",0
"658","Dante Zanders","TE /Boca RatonBoca Raton, FL","TE",87.4,100000,7100,NA,NA,"recruits",NA,"No",0
"659","Luke Hasz","TE /BixbyBixby, OK","TE",91.93,100000,23000,NA,NA,"arkansas razorbacks","SEC","No",0
"660","Nate Boerkircher","TE /AuroraAurora, NE","TE",50,95000,3400,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"661","Grayson Barnes","TE /RocklinSacramento, CA","TE",83.48,92000,714,NA,NA,"northern illinois huskies","MAC","No",0
"662","Anthony Torres","TE /PennMishawaka, IN","TE",83.17,91000,0,NA,NA,"toledo rockets","MAC","No",0
"663","Shamar Easter","TE /AshdownAshdown, AR","TE",92.3,88000,5400,NA,NA,"arkansas razorbacks","SEC","No",0
"664","Mac Markway","TE /DeSmetSaint Louis, MO","TE",91.11,86000,7400,NA,NA,"lsu tigers","SEC","No",0
"665","Bryce Drummond","TE /PawhuskaPawhuska, OK","TE",82.08,86000,65000,"north texas mean green","American","oklahoma state cowboys","Big 12","Yes",1
"666","Austin Stogner","TE /Prestonwood ChristianPlano, TX","TE",93.1,85000,37000,"south carolina gamecocks","SEC","oklahoma sooners","Big 12","Yes",1
"667","Theo Melin Ohrstrom","TE /Clearwater Academy InternationalClearwater, FL","TE",90.23,84000,3000,NA,NA,"texas a&m aggies","SEC","No",0
"668","Kaden Helms","TE /Bellevue WestBellevue, NE","TE",90.91,84000,106000,NA,NA,"oklahoma sooners","Big 12","No",0
"669","Gee Scott Jr.","TE /Eastside CatholicSammamish, WA","TE",95.74,78000,146000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"670","Caden Prieskorn","TE /Fork Union Military (HS)Lake Orion, MI","TE",50,75000,1700,"memphis tigers","American","ole miss rebels","SEC","Yes",1
"671","Jaleel Skinner","TE /IMG AcademyGreer, SC","TE",94.28,73000,23000,NA,NA,"miami hurricanes","ACC","No",0
"672","Jason Llewellyn","TE /AledoAledo, TX","TE",88.5,72000,18400,NA,NA,"oklahoma sooners","Big 12","No",0
"673","Brett Norfleet","TE /Francis HowellSaint Charles, MO","TE",91.15,71000,4000,NA,NA,"missouri tigers","SEC","No",0
"674","Brennan Parachek","TE /DexterDexter, MI","TE",90.1,70000,4800,NA,NA,"michigan state spartans","Big Ten","No",0
"675","Joey Schlaffer","TE /Exeter TownshipReading, PA","TE",89.66,67000,5300,NA,NA,"penn state nittany lions","Big Ten","No",0
"676","Patrick Herbert","TE /SheldonEugene, OR","TE",91.47,67000,20000,NA,NA,"oregon ducks","Pac-12","No",0
"677","Marlin Klein","TE /Rabun Gap-Nacoochee SchoolRabun Gap, GA","TE",88.55,66000,7500,NA,NA,"michigan wolverines","Big Ten","No",0
"678","Blake Bosma","TE /West Ottawa HSHolland, MI","TE",50,65000,470,NA,NA,"western michigan broncos","MAC","No",0
"679","Maurice Brown II","TE /Charles Herbert FlowersUpper Marlboro, MD","TE",50,65000,13300,NA,NA,"recruits",NA,"No",0
"680","Cam McCormick","TE /SummitBend, OR","TE",88.03,65000,9700,"oregon ducks","Pac-12","miami hurricanes","ACC","Yes",1
"681","Matthew Hibner","TE /Lake BraddockBurke, VA","TE",88.12,64000,5300,NA,NA,"michigan wolverines","Big Ten","No",0
"682","Elijah Arroyo","TE /IndependenceFrisco, TX","TE",92.5,64000,8800,NA,NA,"miami hurricanes","ACC","No",0
"683","Carsten Groos","TE /AndersonAustin, TX","TE",50,64000,4200,NA,NA,"recruits",NA,"No",0
"684","Josh Beetham","TE /YorkvilleYorkville, IL","TE",50,62000,2400,NA,NA,"illinois fighting illini","Big Ten","No",0
"685","AJ Barner","TE /AuroraAurora, OH","TE",83.23,62000,7100,"indiana hoosiers","Big Ten","michigan wolverines","Big Ten","Yes",1
"686","Noah Howes","TE /RochesterRochester, MI","TE",50,62000,1400,NA,NA,"recruits",NA,"No",0
"687","Josh Sapp","TE /GreenvilleGreenville, SC","TE",83.13,61000,14500,NA,NA,"clemson tigers","ACC","No",0
"688","Brenden Bates","TE /Archbishop MoellerCincinnati, OH","TE",87.7,61000,85000,NA,NA,"kentucky wildcats","SEC","No",0
"689","Sean Brown","TE /CoosaRome, GA","TE",85.9,61000,4000,NA,NA,"tennessee volunteers","SEC","No",0
"690","Mathias Barnwell","TE /RiverbendFredericksburg, VA","TE",88.75,60000,11300,"penn state nittany lions","Big Ten","penn state nittany lions","Big Ten","Yes",1
"691","Nick Elksnis","TE /EpiscopalJacksonville, FL","TE",89.39,60000,8400,"florida gators","SEC","south carolina gamecocks","SEC","Yes",1
"692","Marvin Harrison Jr.","WR /St. Joseph's Prep SchoolPhiladelphia, PA","WR",95.08,1200000,555000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"693","Evan Stewart","WR /LibertyFrisco, TX","WR",98.43,916000,2400000,NA,NA,"texas a&m aggies","SEC","No",0
"694","Keon Coleman","WR /Opelousas Catholic SchoolOpelousas, LA","WR",89.67,834000,193000,"michigan state spartans","Big Ten","florida state seminoles","ACC","Yes",1
"695","Xavier Worthy","WR /Central EastFresno, CA","WR",95.76,765000,150000,NA,NA,"texas longhorns","Big 12","No",0
"696","Malik Nabers","WR /SouthsideYoungsville, LA","WR",91.73,761000,54000,NA,NA,"lsu tigers","SEC","No",0
"697","Zachariah Branch","WR /Bishop GormanLas Vegas, NV","WR",99.16,697000,239000,NA,NA,"usc trojans","Pac-12","No",0
"698","Luther Burden","WR /East St. LouisSaint Louis, MO","WR",98.8,690000,85000,NA,NA,"missouri tigers","SEC","No",0
"699","Rome Odunze","WR /Bishop GormanLas Vegas, NV","WR",91.96,644000,12900,NA,NA,"washington huskies","Pac-12","No",0
"700","Troy Franklin","WR /Menlo-AthertonMenlo Park, CA","WR",96.23,635000,58000,NA,NA,"oregon ducks","Pac-12","No",0
"701","Xavier Legette","WR /MullinsMullins, SC","WR",86.03,551000,23000,NA,NA,"south carolina gamecocks","SEC","No",0
"702","Brian Thomas Jr.","WR /WalkerWalker, LA","WR",94.46,550000,22000,NA,NA,"lsu tigers","SEC","No",0
"703","Roman Wilson","WR /St. LouisHonolulu, HI","WR",90.49,547000,150000,NA,NA,"michigan wolverines","Big Ten","No",0
"704","Malik Washington","WR /ParkviewLilburn, GA","WR",85.6,521000,2700,"northwestern wildcats","Big Ten","virginia cavaliers","ACC","Yes",1
"705","AD Mitchell","WR /Cane RidgeAntioch, TN","WR",90.39,501000,54000,"georgia bulldogs","SEC","texas longhorns","Big 12","Yes",1
"706","Brenden Rice","WR /HamiltonChandler, AZ","WR",88.82,481000,197000,NA,NA,"usc trojans","Pac-12","No",0
"707","Kris Mitchell","WR /MandarinJacksonville, FL","WR",81.5,468000,660000,NA,NA,"fiu golden panthers",NA,"No",0
"708","Tre Harris","WR /ComeauxLafayette, LA","WR",80.08,458000,3400,"louisiana tech bulldogs","C-USA","ole miss rebels","SEC","Yes",1
"709","Johnny Wilson","WR /CalabasasCalabasas, CA","WR",90.28,452000,52000,NA,NA,"recruits",NA,"No",0
"710","Ricky Pearsall","WR /Corona Del SolTempe, AZ","WR",83.1,442000,61000,NA,NA,"recruits",NA,"No",0
"711","Tahj Washington","WR /MarshallMarshall, TX","WR",81.08,398000,16300,NA,NA,"recruits",NA,"No",0
"712","Caullin Lacy","WR /Faith AcademyMobile, AL","WR",80.96,397000,108,NA,NA,"south alabama jaguars","Sun Belt","No",0
"713","Nyck Harbor","WR /Archbishop CarrollWashington, DC","WR",97.53,397000,90000,NA,NA,"south carolina gamecocks","SEC","No",0
"714","Ja'Lynn Polk","WR /LufkinLufkin, TX","WR",88.4,386000,3300,NA,NA,"recruits",NA,"No",0
"715","Emeka Egbuka","WR /SteilacoomSteilacoom, WA","WR",97.86,381000,107000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"716","Duce Robinson","WR /PinnaclePhoenix, AZ","WR",97.48,369000,18000,NA,NA,"usc trojans","Pac-12","No",0
"717","Johntay Cook II","WR /DeSotoDeSoto, TX","WR",97.23,365000,232000,NA,NA,"texas longhorns","Big 12","No",0
"718","Malachi Corley","WR /CampbellsvilleCampbellsville, KY","WR",77.77,341000,4300,NA,NA,"western kentucky hilltoppers","C-USA","No",0
"719","Makai Lemon","WR /Los AlamitosLos Alamitos, CA","WR",96.8,322000,20000,NA,NA,"usc trojans","Pac-12","No",0
"720","Brandon Inniss","WR /TRU Prep AcademyMiami Gardens, FL","WR",97,312000,118000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"721","Jacob Cowing","WR /MaricopaMaricopa, AZ","WR",76.32,280000,7700,NA,NA,"arizona wildcats","Pac-12","No",0
"722","Tory Horton","WR /Washington UnionFresno, CA","WR",79.51,277000,753,NA,NA,"colorado state rams","Mountain West","No",0
"723","Xavier Restrepo","WR /Deerfield BeachDeerfield Beach, FL","WR",86.53,271000,37000,NA,NA,"miami hurricanes","ACC","No",0
"724","Ladd McConkey","WR /North MurrayChatsworth, GA","WR",83.47,265000,92000,NA,NA,"georgia bulldogs","SEC","No",0
"725","Hykeem Williams","WR /StranahanFort Lauderdale, FL","WR",97.13,259000,48000,NA,NA,"florida state seminoles","ACC","No",0
"726","Jamari Thrash","WR /Troup CountyLagrange, GA","WR",81.5,245000,1900,"georgia state panthers","Sun Belt","louisville cardinals","ACC","Yes",1
"727","Jermaine Burton","WR /CalabasasCalabasas, CA","WR",94.73,245000,70000,NA,NA,"alabama crimson tide","SEC","No",0
"728","Jalen Hale","WR /LongviewLongview, TX","WR",96.66,240000,35000,NA,NA,"alabama crimson tide","SEC","No",0
"729","Carnell Tate","WR /IMG AcademyChicago, IL","WR",96.49,237000,68000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"730","Jurrion Dickey","WR /Menlo-AthertonPalo Alto, CA","WR",97.3,237000,23000,NA,NA,"oregon ducks","Pac-12","No",0
"731","Jordan Whittington","WR /CueroCuero, TX","WR",96.23,232000,70000,NA,NA,"texas longhorns","Big 12","No",0
"732","Devontez Walker","WR /West CharlotteCharlotte, NC","WR",80.77,206000,3500,"kent state golden flashes","MAC","north carolina tar heels","ACC","Yes",1
"733","Xavier Weaver","WR /Orlando Christian PrepOrlando, FL","WR",80.48,205000,4900,"usf bulls",NA,"colorado buffaloes","Pac-12","Yes",1
"734","DeAndre Moore Jr.","WR /St. John BoscoLos Alamitos, CA","WR",93.9,198000,23000,NA,NA,"texas longhorns","Big 12","No",0
"735","Casey Cain","WR /Warren EastonNew Orleans, LA","WR",85.3,197000,57000,NA,NA,"texas longhorns","Big 12","No",0
"736","Isaiah Neyor","WR /LamarArlington, TX","WR",77.55,197000,12800,NA,NA,"recruits",NA,"No",0
"737","Kobe Hudson","WR /Troup CountyLagrange, GA","WR",93.79,189000,19600,NA,NA,"ucf knights","Big 12","No",0
"738","Isaiah Williams","WR /Trinity CatholicSaint Louis, MO","WR",93.61,187000,9200,NA,NA,"illinois fighting illini","Big Ten","No",0
"739","Julian Fleming","WR /Southern ColumbiaCatawissa, PA","WR",99.35,183000,116000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"740","Noah Rogers","WR /RolesvilleRolesville, NC","WR",96.08,181000,21000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"741","Dont'e Thornton","WR /Mount Saint JosephBaltimore, MD","WR",95.14,175000,99000,"oregon ducks","Pac-12","tennessee volunteers","SEC","Yes",1
"742","Dayton Wade","WR /LovejoyHampton, GA","WR",79.27,175000,145000,NA,NA,"ole miss rebels","SEC","No",0
"743","Jalen McMillan","WR /San Joaquin MemorialFresno, CA","WR",95.05,167000,17500,NA,NA,"washington huskies","Pac-12","No",0
"744","Bru McCoy","WR /Mater DeiSanta Ana, CA","WR",97.63,165000,36000,NA,NA,"tennessee volunteers","SEC","No",0
"745","Isaiah Bond","WR /BufordBuford, GA","WR",95.57,163000,152000,NA,NA,"alabama crimson tide","SEC","No",0
"746","Tez Johnson","WR /Pinson ValleyPinson, AL","WR",83.2,162000,1700,"troy trojans","Sun Belt","oregon ducks","Pac-12","Yes",1
"747","Ryan Niblett","WR /Aldine EisenhowerHouston, TX","WR",95.43,160000,5600,NA,NA,"texas longhorns","Big 12","No",0
"748","Elic Ayomanor","WR /Deerfield AcademyDeerfield, MA","WR",85.3,160000,4200,NA,NA,"stanford cardinal","Pac-12","No",0
"749","A.J. Henning","WR /Lincoln-Way EastFrankfort, IL","WR",94.09,159000,566000,"michigan wolverines","Big Ten","recruits",NA,"Yes",1
"750","Malachi Coleman","WR /Lincoln EastLincoln, NE","WR",95.65,157000,29000,NA,NA,"nebraska cornhuskers","Big Ten","No",0
"751","Tetairoa McMillan","WR /ServiteAnaheim, CA","WR",96.45,156000,26000,NA,NA,"arizona wildcats","Pac-12","No",0
"752","Mario Williams","WR /Plant CityPlant City, FL","WR",96.72,154000,86000,NA,NA,"recruits",NA,"No",0
"753","Jalen Brown","WR /Gulliver PrepMiami, FL","WR",94.82,152000,25000,NA,NA,"lsu tigers","SEC","No",0
"754","KeAndre Lambert-Smith","WR /MauryNorfolk, VA","WR",91.85,151000,286000,NA,NA,"penn state nittany lions","Big Ten","No",0
"755","Ramel Keyton","WR /MariettaMarietta, GA","WR",94.29,148000,23000,NA,NA,"tennessee volunteers","SEC","No",0
"756","Aidan Mizell","WR /BooneOrlando, FL","WR",94.17,148000,50000,NA,NA,"florida gators","SEC","No",0
"757","Shelton Sampson Jr.","WR /CatholicBaton Rouge, LA","WR",94.81,144000,15900,NA,NA,"lsu tigers","SEC","No",0
"758","Ja'Corey Brooks","WR /IMG AcademyBradenton, FL","WR",96.88,144000,78000,NA,NA,"alabama crimson tide","SEC","No",0
"759","Nathan Leacock","WR /MillbrookRaleigh, NC","WR",94.96,143000,9600,NA,NA,"tennessee volunteers","SEC","No",0
"760","Jaquaize Pettaway","WR /Langham CreekHouston, TX","WR",94.56,143000,21000,NA,NA,"oklahoma sooners","Big 12","No",0
"761","Kaleb Webb","WR /McEachernPowder Springs, GA","WR",91.5,142000,10900,NA,NA,"tennessee volunteers","SEC","No",0
"762","Rodney Gallagher","WR /Laurel HighlandsUniontown, PA","WR",90,142000,124000,NA,NA,"west virginia mountaineers","Big 12","No",0
"763","Squirrel White","WR /Clay-ChalkvillePinson, AL","WR",89.45,141000,10000,NA,NA,"tennessee volunteers","SEC","No",0
"764","Tyler Williams","WR /LakelandLakeland, FL","WR",94.46,140000,9800,NA,NA,"georgia bulldogs","SEC","No",0
"765","Chas Nimrod","WR /BentonvilleBentonville, AR","WR",88.88,140000,8900,NA,NA,"tennessee volunteers","SEC","No",0
"766","Jimmy Horn Jr.","WR /SeminoleSanford, FL","WR",88,138000,111000,"usf bulls",NA,"colorado buffaloes","Pac-12","Yes",1
"767","Andrel Anthony","WR /East LansingEast Lansing, MI","WR",87.77,137000,207000,"michigan wolverines","Big Ten","oklahoma sooners","Big 12","Yes",1
"768","Emmanuel Henderson","WR /Geneva CountyHartford, AL","WR",96.33,136000,53000,NA,NA,"alabama crimson tide","SEC","No",0
"769","Malik Benson","WR /LansingLansing, KS","WR",95.24,131000,17700,NA,NA,"alabama crimson tide","SEC","No",0
"770","Ray Ray Joseph","WR /EdisonMiami, FL","WR",93.18,130000,38000,NA,NA,"miami hurricanes","ACC","No",0
"771","Reggie Brown","WR /KathleenLakeland, FL","WR",78.63,130000,0,NA,NA,"james madison dukes","Sun Belt","No",0
"772","Ayden Williams","WR /RidgelandRidgeland, MS","WR",94.69,129000,17000,NA,NA,"ole miss rebels","SEC","No",0
"773","Cordale Russell","WR /North MesquiteMesquite, TX","WR",94.7,128000,21000,NA,NA,"tcu horned frogs","Big 12","No",0
"774","Mycah Pittman","WR /CalabasasCalabasas, CA","WR",94.2,127000,307000,"florida state seminoles","ACC","utah utes","Pac-12","Yes",1
"775","Braylon James","WR /Stony PointRound Rock, TX","WR",93.36,124000,23000,NA,NA,"notre dame fighting irish","Independent","No",0
"776","Jayden Ballard","WR /WashingtonMassillon, OH","WR",94.68,124000,64000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"777","Xavier Johnson","WR /Summit Country Day SchoolCincinnati, OH","WR",85.55,122000,28000,NA,NA,"recruits",NA,"No",0
"778","Kendrick Law","WR /Captain ShreveShreveport, LA","WR",94.56,120000,26000,NA,NA,"alabama crimson tide","SEC","No",0
"779","Eugene Wilson III","WR /GaitherTampa, FL","WR",94.07,120000,12700,NA,NA,"florida gators","SEC","No",0
"780","Chris Culliver","WR /MaidenMaiden, NC","WR",93.51,119000,16400,NA,NA,"north carolina tar heels","ACC","No",0
"781","Anthony Evans","WR /JudsonConverse, TX","WR",92.16,119000,25000,NA,NA,"georgia bulldogs","SEC","No",0
"782","Jaden Greathouse","WR /WestlakeAustin, TX","WR",92.84,119000,29000,NA,NA,"notre dame fighting irish","Independent","No",0
"783","Winston Wright","WR /Memorial Day SchoolSavannah, GA","WR",85.6,118000,21000,NA,NA,"recruits",NA,"No",0
"784","Destyn Hill","WR /Edna KarrNew Orleans, LA","WR",93.85,114000,16000,NA,NA,"florida state seminoles","ACC","No",0
"785","Ja'Khi Douglas","WR /TerrebonneHouma, LA","WR",90.1,114000,15300,NA,NA,"florida state seminoles","ACC","No",0
"786","Cristian Driver","WR /Liberty ChristianFlower Mound, TX","WR",90.2,114000,118000,NA,NA,"penn state nittany lions","Big Ten","No",0
"787","Marcus Rosemy-Jacksaint","WR /St. Thomas AquinasFort Lauderdale, FL","WR",94.97,111000,36000,NA,NA,"georgia bulldogs","SEC","No",0
"788","Noah Thomas","WR /Clear SpringsLeague City, TX","WR",89.28,110000,88000,NA,NA,"texas a&m aggies","SEC","No",0
"789","Traeshon Holden","WR /NarbonneHarbor City, CA","WR",91.84,110000,89000,"alabama crimson tide","SEC","oregon ducks","Pac-12","Yes",1
"790","Kentron Poitier","WR /Miami PalmettoMiami, FL","WR",88.1,109000,8100,NA,NA,"florida state seminoles","ACC","No",0
"791","Jordan Watkins","WR /Butler TraditionalLouisville, KY","WR",85.07,109000,42000,NA,NA,"ole miss rebels","SEC","No",0
"792","Bucky Irving","RB /HillcrestCountry Club Hills, IL","RB",89.9,908000,326000,NA,NA,"oregon ducks","Pac-12","No",0
"793","Blake Corum","RB /St. Frances AcademyLaurel, MD","RB",93.42,858000,204000,NA,NA,"michigan wolverines","Big Ten","No",0
"794","TreVeyon Henderson","RB /HopewellHopewell, VA","RB",97.5,646000,142000,NA,NA,"ohio state buckeyes","Big Ten","No",0
"795","Omarion Hampton","RB /ClevelandClayton, NC","RB",93.38,632000,22000,NA,NA,"north carolina tar heels","ACC","No",0
"796","Audric Estime","RB /St Joseph RegionalMontvale, NJ","RB",91.31,592000,46000,NA,NA,"notre dame fighting irish","Independent","No",0
"797","Ollie Gordon","RB /TrinityEuless, TX","RB",91.44,591000,12400,NA,NA,"oklahoma state cowboys","Big 12","No",0
"798","Jonathon Brooks","RB /HallettsvilleHallettsville, TX","RB",90.44,576000,32000,NA,NA,"texas longhorns","Big 12","No",0
"799","Jaylen Wright","RB /SouthernDurham, NC","RB",87.98,533000,16500,NA,NA,"tennessee volunteers","SEC","No",0
"800","Damien Martinez","RB /LewisvilleLewisville, TX","RB",87.38,502000,4300,NA,NA,"oregon state beavers","Pac-12","No",0
"801","Quinshon Judkins","RB /Pike RoadPike Road, AL","RB",88.28,493000,158000,NA,NA,"ole miss rebels","SEC","No",0
"802","Jawhar Jordan","RB /HamiltonChandler, AZ","RB",85.97,487000,5100,NA,NA,"louisville cardinals","ACC","No",0
"803","Tahj Brooks","RB /ManorManor, TX","RB",86.53,457000,17800,NA,NA,"texas tech red raiders","Big 12","No",0
"804","CJ Baxter Jr.","RB /EdgewaterOrlando, FL","RB",97.26,449000,41000,NA,NA,"texas longhorns","Big 12","No",0
"805","Braelon Allen","RB /Fond Du LacFond Du Lac, WI","RB",92.78,414000,137000,NA,NA,"wisconsin badgers","Big Ten","No",0
"806","Jaydn Ott","RB /NorcoNorco, CA","RB",89.97,391000,18800,NA,NA,"california golden bears","Pac-12","No",0
"807","Ashton Jeanty","RB /Lone StarFrisco, TX","RB",85.51,374000,1900,NA,NA,"boise state broncos","Mountain West","No",0
"808","Cody Schrader","RB /Lutheran SouthSaint Louis, MO","RB",50,372000,5600,NA,NA,"recruits",NA,"No",0
"809","Trey Benson","RB /St JosephGreenville, MS","RB",89.37,370000,69000,NA,NA,"florida state seminoles","ACC","No",0
"810","Ray Davis","RB /Blair AcademyBlairstown, NJ","RB",81.05,356000,12700,"vanderbilt commodores","SEC","kentucky wildcats","SEC","Yes",1
"811","Justice Haynes","RB /BufordRoswell, GA","RB",97.14,351000,67000,NA,NA,"alabama crimson tide","SEC","No",0
"812","Devin Neal","RB /LawrenceLawrence, KS","RB",89.04,344000,5800,"baylor bears","Big 12","kansas jayhawks","Big 12","Yes",1
"813","Trevor Etienne","RB /JenningsJennings, LA","RB",90.36,337000,80000,NA,NA,"florida gators","SEC","No",0
"814","MarShawn Lloyd","RB /DeMatha CatholicHyattsville, MD","RB",95.98,285000,43000,"south carolina gamecocks","SEC","usc trojans","Pac-12","Yes",1
"815","Blake Watson","RB /Green HopeCary, NC","RB",76.05,281000,3300,"old dominion monarchs","Sun Belt","memphis tigers","American","Yes",1
