"","Name","High School","Position","Rating","College","NIL Valuation","Followers"
"638","Ethan Davis","TE /Collins HillSuwanee, GA","TE",92.83,"Tennessee Volunteers",147000,82000
"639","Jalin Conyers","TE /GruverGruver, TX","TE",92.12,"Recruits",147000,15400
"640","Tyler Warren","TE /AtleeMechanicsville, VA","TE",87.5,"Penn State Nittany Lions",142000,4100
"641","Max Klare","TE /St. XavierCincinnati, OH","TE",83.67,"Purdue Boilermakers",140000,3700
"642","Maliq Carr","TE /Oak ParkOak Park, MI","TE",92.11,"Michigan State Spartans",137000,14800
"643","Terrance Ferguson","TE /HeritageLittleton, CO","TE",92.38,"Oregon Ducks",136000,47000
"644","Tyler Fromm","TE /Warner RobinsWarner Robins, GA","TE",89.83,"Auburn Tigers",124000,39000
"645","Jonathan Odom","TE /JesuitTampa, FL","TE",86.47,"Florida Gators",122000,147000
"646","Jelani Thurman","TE /Langston HughesFairburn, GA","TE",93.66,"Ohio State Buckeyes",122000,4800
"647","Lawson Luckie","TE /NorcrossNorcross, GA","TE",93.27,"Georgia Bulldogs",121000,10100
"648","Kamari Morales","TE /LincolnTallahassee, FL","TE",84.93,"North Carolina Tar Heels",120000,13400
"649","Andrew Rappleyea","TE /Milton AcademyMillbrook, NY","TE",94.15,"Penn State Nittany Lions",118000,5700
"650","Riley Williams","TE /IMG AcademyPortland, OR","TE",93.84,"Miami Hurricanes",118000,8900
"651","Kenyon Sadiq","TE /Skyline SeniorIdaho Falls, ID","TE",93.65,"Oregon Ducks",114000,6000
"652","Ka'Morreun Pimpton","TE /North CrowleyFort Worth, TX","TE",93.25,"Lsu Tigers",113000,2800
"653","Ty Lockwood","TE /IndependenceThompson's Station, TN","TE",91.25,"Alabama Crimson Tide",113000,10600
"654","Jaden Platt","TE /EatonHaslet, TX","TE",91.35,"Texas Am Aggies",110000,3300
"655","Joe Royer","TE /ElderCincinnati, OH","TE",89.01,"Ohio State Buckeyes",110000,14500
"656","Markeston Douglas","TE /HaywoodBrownsville, TN","TE",82.53,"Florida State Seminoles",108000,6200
"657","Cameron Hite","TE /GreenevilleGreeneville, TN","TE",83.28,"Wake Forest Demon Deacons",106000,1200
"658","Bryson Nesbit","TE /South MecklenburgCharlotte, NC","TE",90.64,"North Carolina Tar Heels",105000,11200
"659","Luke Lachey","TE /Grandview HeightsColumbus, OH","TE",88.13,"Iowa Hawkeyes",103000,4200
"660","Max Wright","TE /TaylorKaty, TX","TE",92.56,"Texas Am Aggies",102000,13500
"661","Jude Wolfe","TE /St. John BoscoBellflower, CA","TE",91.49,"Usc Trojans",101000,6100
"662","Dante Zanders","TE /Boca RatonBoca Raton, FL","TE",87.4,"Recruits",1e+05,7100
"663","Holden Staes","TE /Westminster SchoolAtlanta, GA","TE",91.13,"Notre Dame Fighting Irish",1e+05,6900
"664","Jordan Dingle","TE /Bowling GreenBowling Green, KY","TE",88.67,"Kentucky Wildcats",99000,6800
"665","Theo Johnson","TE /Holy Names High SchoolWindsor, PA","TE",94.76,"Penn State Nittany Lions",98000,14600
"666","Nate Boerkircher","TE /AuroraAurora, NE","TE",0,"Nebraska Cornhuskers",95000,3400
"667","Daequan Wright","TE /PerryPerry, GA","TE",87.92,"Virginia Tech Hokies",94000,931
"668","CJ Dippre","TE /LakelandJermyn, PA","TE",85,"Alabama Crimson Tide",90000,10200
"669","Shamar Easter","TE /AshdownAshdown, AR","TE",92.3,"Arkansas Razorbacks",88000,5400
"670","Mac Markway","TE /DeSmetSaint Louis, MO","TE",91.11,"Lsu Tigers",86000,7400
"671","Robbie Ouzts","TE /Rock HillRock Hill, SC","TE",87.4,"Alabama Crimson Tide",86000,3400
"672","Bryce Drummond","TE /PawhuskaPawhuska, OK","TE",82.08,"Oklahoma State Cowboys",86000,65000
"673","Mason Fairchild","TE /AndaleAndale, KS","TE",79.66,"Kansas Jayhawks",85000,2700
"674","Austin Stogner","TE /Prestonwood ChristianPlano, TX","TE",93.1,"Oklahoma Sooners",85000,37000
"675","Theo Melin Ohrstrom","TE /Clearwater Academy InternationalClearwater, FL","TE",90.23,"Texas Am Aggies",84000,3000
"676","Kaden Helms","TE /Bellevue WestBellevue, NE","TE",90.91,"Oklahoma Sooners",84000,106000
"677","Brevyn Spann-Ford","TE /St. Cloud TechnicalSaint Cloud, MN","TE",85.33,"Minnesota Golden Gophers",82000,3500
"678","Grayson Barnes","TE /RocklinSacramento, CA","TE",83.48,"Northern Illinois Huskies",81000,714
"679","Gee Scott Jr.","TE /Eastside CatholicSammamish, WA","TE",95.74,"Ohio State Buckeyes",77000,145000
"680","Jaleel Skinner","TE /IMG AcademyGreer, SC","TE",94.28,"Miami Hurricanes",76000,23000
"681","Caden Prieskorn","TE /Fork Union Military (HS)Lake Orion, MI","TE",0,"Ole Miss Rebels",75000,1700
"682","Oronde Gadsden II","TE /American HeritageFort Lauderdale, FL","TE",84.63,"Syracuse Orange",74000,2700
"683","Blake Bosma","TE /West Ottawa HSHolland, MI","TE",0,"Western Michigan Broncos",74000,470
"684","Cooper Mathers","TE /O'DeaSeattle, WA","TE",0,"Washington State Cougars",73000,1100
"685","Jason Llewellyn","TE /AledoAledo, TX","TE",88.5,"Oklahoma Sooners",72000,18400
"686","Nick Elksnis","TE /EpiscopalJacksonville, FL","TE",89.39,"South Carolina Gamecocks",72000,8400
"687","Brett Norfleet","TE /Francis HowellSaint Charles, MO","TE",91.15,"Missouri Tigers",71000,4000
"688","Brennan Parachek","TE /DexterDexter, MI","TE",90.1,"Michigan State Spartans",70000,4800
"689","Cam McCormick","TE /SummitBend, OR","TE",88.03,"Miami Hurricanes",67000,9700
"690","Joey Schlaffer","TE /Exeter TownshipReading, PA","TE",89.66,"Penn State Nittany Lions",67000,5300
"691","Marlin Klein","TE /Rabun Gap-Nacoochee SchoolRabun Gap, GA","TE",88.55,"Michigan Wolverines",66000,7500
"692","Elijah Arroyo","TE /IndependenceFrisco, TX","TE",92.5,"Miami Hurricanes",66000,8800
"693","Patrick Herbert","TE /SheldonEugene, OR","TE",91.47,"Oregon Ducks",66000,18700
"694","Matthew Hibner","TE /Lake BraddockBurke, VA","TE",88.12,"Michigan Wolverines",65000,5300
"695","Carsten Groos","TE /AndersonAustin, TX","TE",0,"Recruits",64000,4200
"696","Josh Beetham","TE /YorkvilleYorkville, IL","TE",0,"Illinois Fighting Illini",63000,2400
"697","AJ Barner","TE /AuroraAurora, OH","TE",83.23,"Michigan Wolverines",63000,7100
"698","Noah Howes","TE /RochesterRochester, MI","TE",0,"Recruits",62000,1400
"699","Brenden Bates","TE /Archbishop MoellerCincinnati, OH","TE",87.7,"Kentucky Wildcats",61000,85000
"700","Josh Sapp","TE /GreenvilleGreenville, SC","TE",83.13,"Clemson Tigers",61000,14200
"701","Evan Stewart","WR /LibertyFrisco, TX","WR",98.43,"Texas Am Aggies",1200000,2400000
"702","Marvin Harrison Jr.","WR /St. Joseph's Prep SchoolPhiladelphia, PA","WR",95.08,"Ohio State Buckeyes",1200000,488000
"703","Xavier Worthy","WR /Central EastFresno, CA","WR",95.76,"Texas Longhorns",810000,150000
"704","Keon Coleman","WR /Opelousas Catholic SchoolOpelousas, LA","WR",89.67,"Florida State Seminoles",773000,135000
"705","Malik Nabers","WR /SouthsideYoungsville, LA","WR",91.73,"Lsu Tigers",741000,34000
"706","Zachariah Branch","WR /Bishop GormanLas Vegas, NV","WR",99.16,"Usc Trojans",690000,233000
"707","Luther Burden","WR /East St. LouisSaint Louis, MO","WR",98.8,"Missouri Tigers",680000,76000
"708","Rome Odunze","WR /Bishop GormanLas Vegas, NV","WR",91.96,"Washington Huskies",644000,12900
"709","Troy Franklin","WR /Menlo-AthertonMenlo Park, CA","WR",96.23,"Oregon Ducks",604000,50000
"710","Xavier Legette","WR /MullinsMullins, SC","WR",86.03,"South Carolina Gamecocks",601000,16600
"711","Roman Wilson","WR /St. LouisHonolulu, HI","WR",90.49,"Michigan Wolverines",564000,143000
"712","Johnny Wilson","WR /CalabasasCalabasas, CA","WR",90.28,"Recruits",529000,48000
"713","Brian Thomas Jr.","WR /WalkerWalker, LA","WR",94.46,"Lsu Tigers",501000,12900
"714","Jacob Cowing","WR /MaricopaMaricopa, AZ","WR",76.32,"Arizona Wildcats",483000,7700
"715","Emeka Egbuka","WR /SteilacoomSteilacoom, WA","WR",97.86,"Ohio State Buckeyes",477000,104000
"716","Brenden Rice","WR /HamiltonChandler, AZ","WR",88.82,"Usc Trojans",467000,191000
"717","Xavier Restrepo","WR /Deerfield BeachDeerfield Beach, FL","WR",86.53,"Miami Hurricanes",429000,36000
"718","AD Mitchell","WR /Cane RidgeAntioch, TN","WR",90.39,"Texas Longhorns",399000,51000
"719","Jamari Thrash","WR /Troup CountyLagrange, GA","WR",81.5,"Louisville Cardinals",397000,1900
"720","Nyckoles Harbor","WR /Archbishop CarrollWashington, DC","WR",97.53,"South Carolina Gamecocks",397000,91000
"721","Tre Harris","WR /ComeauxLafayette, LA","WR",80.08,"Ole Miss Rebels",384000,3400
"722","Duce Robinson","WR /PinnaclePhoenix, AZ","WR",97.48,"Usc Trojans",369000,17800
"723","Johntay Cook II","WR /DeSotoDeSoto, TX","WR",97.23,"Texas Longhorns",365000,232000
"724","KeAndre Lambert-Smith","WR /MauryNorfolk, VA","WR",91.85,"Penn State Nittany Lions",362000,286000
"725","Jordan Watkins","WR /Butler TraditionalLouisville, KY","WR",85.07,"Ole Miss Rebels",353000,40000
"726","Jalen McMillan","WR /San Joaquin MemorialFresno, CA","WR",95.05,"Washington Huskies",352000,16800
"727","Malik Washington","WR /ParkviewLilburn, GA","WR",85.6,"Virginia Cavaliers",338000,2700
"728","Kris Mitchell","WR /MandarinJacksonville, FL","WR",81.5,"Fiu Golden Panthers",333000,660000
"729","Tory Horton","WR /Washington UnionFresno, CA","WR",79.51,"Colorado State Rams",332000,753
"730","Ricky Pearsall","WR /Corona Del SolTempe, AZ","WR",83.1,"Recruits",327000,52000
"731","Makai Lemon","WR /Los AlamitosLos Alamitos, CA","WR",96.8,"Usc Trojans",322000,21000
"732","Brandon Inniss","WR /TRU Prep AcademyMiami Gardens, FL","WR",97,"Ohio State Buckeyes",312000,118000
"733","Jimmy Horn Jr.","WR /SeminoleSanford, FL","WR",88,"Colorado Buffaloes",278000,109000
"734","Malachi Corley","WR /CampbellsvilleCampbellsville, KY","WR",77.77,"Western Kentucky Hilltoppers",273000,4300
"735","Noah Thomas","WR /Clear SpringsLeague City, TX","WR",89.28,"Texas Am Aggies",270000,88000
"736","Hykeem Williams","WR /StranahanFort Lauderdale, FL","WR",97.13,"Florida State Seminoles",258000,48000
"737","Xavier Weaver","WR /Orlando Christian PrepOrlando, FL","WR",80.48,"Colorado Buffaloes",255000,4900
"738","Caullin Lacy","WR /Faith AcademyMobile, AL","WR",80.96,"South Alabama Jaguars",253000,108
"739","Tahj Washington","WR /MarshallMarshall, TX","WR",81.08,"Recruits",245000,13500
"740","Jalen Hale","WR /LongviewLongview, TX","WR",96.66,"Alabama Crimson Tide",240000,35000
"741","Jurrion Dickey","WR /Menlo-AthertonPalo Alto, CA","WR",97.3,"Oregon Ducks",237000,23000
"742","Carnell Tate","WR /IMG AcademyChicago, IL","WR",96.49,"Ohio State Buckeyes",237000,67000
"743","Jordan Whittington","WR /CueroCuero, TX","WR",96.23,"Texas Longhorns",232000,69000
"744","Andrel Anthony","WR /East LansingEast Lansing, MI","WR",87.77,"Oklahoma Sooners",230000,207000
"745","Jermaine Burton","WR /CalabasasCalabasas, CA","WR",94.73,"Alabama Crimson Tide",219000,67000
"746","Dorian Singer","WR /PinnaclePhoenix, AZ","WR",84.03,"Usc Trojans",207000,14000
"747","Will Sheppard","WR /MandevilleMandeville, LA","WR",84.2,"Vanderbilt Commodores",199000,6000
"748","DeAndre Moore Jr.","WR /St. John BoscoLos Alamitos, CA","WR",93.9,"Texas Longhorns",198000,23000
"749","Casey Cain","WR /Warren EastonNew Orleans, LA","WR",85.3,"Texas Longhorns",197000,57000
"750","Isaiah Neyor","WR /LamarArlington, TX","WR",77.55,"Recruits",197000,12800
"751","Kobe Hudson","WR /Troup CountyLagrange, GA","WR",93.79,"Ucf Knights",189000,19600
"752","J.Michael Sturdivant","WR /MarcusFlower Mound, TX","WR",93.47,"Ucla Bruins",188000,8400
"753","Julian Fleming","WR /Southern ColumbiaCatawissa, PA","WR",99.35,"Ohio State Buckeyes",182000,114000
"754","Noah Rogers","WR /RolesvilleRolesville, NC","WR",96.08,"Ohio State Buckeyes",180000,19300
"755","Ja'Lynn Polk","WR /LufkinLufkin, TX","WR",88.4,"Recruits",180000,3300
"756","Cornelius Johnson","WR /Brunswick SchoolGreenwich, CT","WR",92.07,"Michigan Wolverines",176000,30000
"757","Dont'e Thornton","WR /Mount Saint JosephBaltimore, MD","WR",95.14,"Tennessee Volunteers",175000,99000
"758","Dayton Wade","WR /LovejoyHampton, GA","WR",79.27,"Ole Miss Rebels",167000,131000
"759","Bru McCoy","WR /Mater DeiSanta Ana, CA","WR",97.63,"Tennessee Volunteers",165000,35000
"760","Ryan Niblett","WR /Aldine EisenhowerHouston, TX","WR",95.43,"Texas Longhorns",160000,5600
"761","A.J. Henning","WR /Lincoln-Way EastFrankfort, IL","WR",94.09,"Recruits",160000,567000
"762","Malachi Coleman","WR /Lincoln EastLincoln, NE","WR",95.65,"Nebraska Cornhuskers",157000,29000
"763","Mario Williams","WR /Plant CityPlant City, FL","WR",96.72,"Recruits",154000,86000
"764","Jalen Brown","WR /Gulliver PrepMiami, FL","WR",94.82,"Lsu Tigers",152000,26000
"765","Aidan Mizell","WR /BooneOrlando, FL","WR",94.17,"Florida Gators",148000,50000
"766","Chris Tyree","WR /Thomas DaleChester, VA","WR",94.66,"Notre Dame Fighting Irish",147000,29000
"767","Ramel Keyton","WR /MariettaMarietta, GA","WR",94.29,"Tennessee Volunteers",147000,22000
"768","Isaiah Bond","WR /BufordBuford, GA","WR",95.57,"Alabama Crimson Tide",145000,137000
"769","Ladd McConkey","WR /North MurrayChatsworth, GA","WR",83.47,"Georgia Bulldogs",145000,79000
"770","Barion Brown","WR /Pearl-CohnNashville, TN","WR",94.7,"Kentucky Wildcats",144000,35000
"771","Deion Burks","WR /BellevilleBelleville, MI","WR",84.77,"Purdue Boilermakers",144000,14100
"772","Jerjuan Newton","WR /Clearwater Central CatholicClearwater, FL","WR",85.4,"Toledo Rockets",144000,4200
"773","Shelton Sampson Jr.","WR /CatholicBaton Rouge, LA","WR",94.81,"Lsu Tigers",144000,15400
"774","Nathan Leacock","WR /MillbrookRaleigh, NC","WR",94.96,"Tennessee Volunteers",143000,9600
"775","Jaquaize Pettaway","WR /Langham CreekHouston, TX","WR",94.56,"Oklahoma Sooners",143000,21000
"776","Rodney Gallagher","WR /Laurel HighlandsUniontown, PA","WR",90,"West Virginia Mountaineers",143000,125000
"777","Kaleb Webb","WR /McEachernPowder Springs, GA","WR",91.5,"Tennessee Volunteers",142000,10900
"778","Squirrel White","WR /Clay-ChalkvillePinson, AL","WR",89.45,"Tennessee Volunteers",141000,10000
"779","Tyler Williams","WR /LakelandLakeland, FL","WR",94.46,"Georgia Bulldogs",140000,9800
"780","Chas Nimrod","WR /BentonvilleBentonville, AR","WR",88.88,"Tennessee Volunteers",140000,8900
"781","Tayvion Robinson","WR /Frank W. CoxVirginia Beach, VA","WR",88.81,"Kentucky Wildcats",135000,15300
"782","Eric McAlister","WR /AzleAzle, TX","WR",84.17,"Boise State Broncos",132000,3900
"783","Malik Benson","WR /LansingLansing, KS","WR",95.24,"Alabama Crimson Tide",131000,17700
"784","Ray Ray Joseph","WR /EdisonMiami, FL","WR",93.18,"Miami Hurricanes",130000,38000
"785","Nate McCollum","WR /DutchtownHampton, GA","WR",89.81,"North Carolina Tar Heels",130000,5000
"786","Cordale Russell","WR /North MesquiteMesquite, TX","WR",94.7,"Tcu Horned Frogs",128000,21000
"787","Ja'Corey Brooks","WR /IMG AcademyBradenton, FL","WR",96.88,"Alabama Crimson Tide",128000,78000
"788","Mycah Pittman","WR /CalabasasCalabasas, CA","WR",94.2,"Utah Utes",127000,307000
"789","Ayden Williams","WR /RidgelandRidgeland, MS","WR",94.69,"Ole Miss Rebels",127000,15000
"790","Braylon James","WR /Stony PointRound Rock, TX","WR",93.36,"Notre Dame Fighting Irish",124000,23000
"791","Jayden Ballard","WR /WashingtonMassillon, OH","WR",94.68,"Ohio State Buckeyes",123000,62000
"792","Xavier Johnson","WR /Summit Country Day SchoolCincinnati, OH","WR",85.55,"Recruits",121000,26000
"793","Emmanuel Henderson","WR /Geneva CountyHartford, AL","WR",96.33,"Alabama Crimson Tide",120000,53000
"794","Eugene Wilson III","WR /GaitherTampa, FL","WR",94.07,"Florida Gators",120000,6000
"795","Anthony Evans","WR /JudsonConverse, TX","WR",92.16,"Georgia Bulldogs",119000,25000
"796","Chris Culliver","WR /MaidenMaiden, NC","WR",93.51,"North Carolina Tar Heels",119000,16000
"797","Ja’Mori Maclin","WR /KirkwoodKirkwood, IL","WR",0,"Recruits",119000,294
"798","Winston Wright","WR /Memorial Day SchoolSavannah, GA","WR",85.6,"Recruits",118000,22000
"799","Tetairoa McMillan","WR /ServiteAnaheim, CA","WR",96.45,"Arizona Wildcats",118000,24000
"800","Lincoln Victor","WR /UnionVancouver, WA","WR",80.32,"Recruits",118000,15200
"801","Blake Corum","RB /St. Frances AcademyLaurel, MD","RB",93.42,"Michigan Wolverines",845000,187000
"802","Braelon Allen","RB /Fond Du LacFond Du Lac, WI","RB",92.78,"Wisconsin Badgers",681000,137000
"803","Audric Estime","RB /St Joseph RegionalMontvale, NJ","RB",91.31,"Notre Dame Fighting Irish",664000,43000
"804","Bucky Irving","RB /HillcrestCountry Club Hills, IL","RB",89.9,"Oregon Ducks",645000,312000
"805","Jonathon Brooks","RB /HallettsvilleHallettsville, TX","RB",90.44,"Texas Longhorns",592000,25000
"806","Omarion Hampton","RB /ClevelandClayton, NC","RB",93.38,"North Carolina Tar Heels",578000,20000
"807","Jaylen Wright","RB /SouthernDurham, NC","RB",87.98,"Tennessee Volunteers",565000,12200
"808","TreVeyon Henderson","RB /HopewellHopewell, VA","RB",97.5,"Ohio State Buckeyes",547000,133000
"809","Ray Davis","RB /Blair AcademyBlairstown, NJ","RB",81.05,"Kentucky Wildcats",533000,12700
"810","Jawhar Jordan","RB /HamiltonChandler, AZ","RB",85.97,"Louisville Cardinals",507000,5100
"811","Damien Martinez","RB /LewisvilleLewisville, TX","RB",87.38,"Oregon State Beavers",460000,4300
"812","CJ Baxter Jr.","RB /EdgewaterOrlando, FL","RB",97.26,"Texas Longhorns",447000,39000
"813","MarShawn Lloyd","RB /DeMatha CatholicHyattsville, MD","RB",95.98,"Usc Trojans",427000,42000
"814","Quinshon Judkins","RB /Pike RoadPike Road, AL","RB",88.28,"Ole Miss Rebels",420000,143000
"815","Darius Taylor","RB /Walled Lake WesternWalled Lake, MI","RB",89.63,"Minnesota Golden Gophers",406000,1600
"816","Ashton Jeanty","RB /Lone StarFrisco, TX","RB",85.51,"Boise State Broncos",374000,1900
"817","Nate Noel","RB /NorthwesternMiami, FL","RB",0,"Recruits",352000,2100
"818","Justice Haynes","RB /BufordRoswell, GA","RB",97.14,"Alabama Crimson Tide",351000,66000
"819","Emani Bailey","RB /RyanDenton, TX","RB",82.6,"Tcu Horned Frogs",337000,3800
"820","Trey Benson","RB /St JosephGreenville, MS","RB",89.37,"Florida State Seminoles",332000,47000
"821","Tahj Brooks","RB /ManorManor, TX","RB",86.53,"Texas Tech Red Raiders",320000,15800
"822","Trevor Etienne","RB /JenningsJennings, LA","RB",90.36,"Florida Gators",317000,74000
"823","Devin Neal","RB /LawrenceLawrence, KS","RB",89.04,"Kansas Jayhawks",316000,5800
"824","Nick Singleton","RB /Governor MifflinReading, PA","RB",97.17,"Penn State Nittany Lions",311000,52000
"825","Rasheen Ali","RB /Shaker HeightsCleveland, OH","RB",0,"Marshall Thundering Herd",289000,5400
"826","Jase McClellan","RB /AledoAledo, TX","RB",95.88,"Alabama Crimson Tide",285000,7300
"827","Dylan Edwards","RB /DerbyDerby, KS","RB",92.43,"Colorado Buffaloes",283000,141000
"828","Jo'Quavious Marks","RB /CarverAtlanta, GA","RB",92.79,"Mississippi State Bulldogs",280000,14200
"829","Daijun Edwards","RB /Colquitt CountyMoultrie, GA","RB",90.05,"Georgia Bulldogs",259000,11200
"830","Will Shipley","RB /WeddingtonMatthews, NC","RB",96.56,"Clemson Tigers",257000,95000
"831","Kyle Monangai","RB /Don Bosco PrepRamsey, NJ","RB",80.6,"Rutgers Scarlet Knights",242000,6500
"832","Rueben Owens","RB /El CampoEl Campo, TX","RB",96.89,"Texas Am Aggies",238000,50000
"833","Blake Watson","RB /Green HopeCary, NC","RB",76.05,"Memphis Tigers",206000,3300
"834","Kaytron Allen","RB /IMG AcademyNorfolk, VA","RB",93.48,"Penn State Nittany Lions",202000,22000
"835","Logan Diggs","RB /Archbishop RummelMetairie, LA","RB",88.37,"Lsu Tigers",194000,24000
"836","Donovan Edwards","RB /West BloomfieldWest Bloomfield, MI","RB",96.61,"Michigan Wolverines",193000,65000
"837","Jarquez Hunter","RB /Neshoba CentralPhiladelphia, MS","RB",85.93,"Auburn Tigers",192000,40000
"838","Jaydon Blue","RB /Klein CainHouston, TX","RB",92.25,"Texas Longhorns",192000,10200
"839","Jaydn Ott","RB /NorcoNorco, CA","RB",89.97,"California Golden Bears",187000,18300
"840","Peny Boone","RB /Martin Luther KingDetroit, MI","RB",89.07,"Toledo Rockets",173000,38000
"841","Richard Young","RB /Lehigh SeniorLehigh Acres, FL","RB",95.51,"Alabama Crimson Tide",172000,42000
"842","Corey Kiner","RB /Roger BaconCincinnati, OH","RB",92.63,"Cincinnati Bearcats",170000,39000
"843","Ismail Mahdi","RB /Plano EastPlano, TX","RB",0,"Texas State Bobcats",160000,17700
"844","Carson Steele","RB /Center GroveGreenwood, IN","RB",0,"Ucla Bruins",153000,12900
"845","Kendall Milton","RB /BuchananClovis, CA","RB",95.8,"Georgia Bulldogs",153000,101000
"846","Treshaun Ward","RB /Tampa Bay TechTampa, FL","RB",82.5,"Kansas State Wildcats",152000,21000
"847","Jabari Small","RB /Briarcrest ChristianMemphis, TN","RB",87.1,"Tennessee Volunteers",148000,21000
"848","Ollie Gordon","RB /TrinityEuless, TX","RB",91.44,"Oklahoma State Cowboys",145000,12400
"849","CJ Donaldson","RB /Gulliver PrepMiami, FL","RB",85.72,"West Virginia Mountaineers",142000,12600
"850","Miyan Williams","RB /Winton WoodsCincinnati, OH","RB",86.3,"Ohio State Buckeyes",141000,66000
"851","Raheim Sanders","RB /RockledgeRockledge, FL","RB",90.24,"Arkansas Razorbacks",140000,36000
"852","Henry Parrish","RB /ColumbusMiami, FL","RB",90.69,"Miami Hurricanes",134000,13300
"853","Jordan James","RB /OaklandMurfreesboro, TN","RB",90.91,"Oregon Ducks",130000,12400
"854","Jeremiyah Love","RB /Christian Brothers CollegeSaint Louis, MO","RB",94.88,"Notre Dame Fighting Irish",129000,10000
"855","Roman Hemby","RB /John Carroll SchoolBel Air, MD","RB",81.12,"Maryland Terrapins",128000,8400
"856","Roderick Robinson II","RB /LincolnSan Diego, CA","RB",93.03,"Georgia Bulldogs",128000,18100
"857","Dante Dowdell","RB /Picayune MemorialPicayune, MS","RB",93.36,"Oregon Ducks",127000,20000
"858","Jordan Waters","RB /FairmontFairmont, NC","RB",83.43,"Duke Blue Devils",125000,6100
"859","Jonah Coleman","RB /LincolnStockton, CA","RB",88.05,"Arizona Wildcats",124000,222000
"860","Mark Fletcher","RB /American HeritageFort Lauderdale, FL","RB",93.04,"Miami Hurricanes",123000,25000
"861","Jalen Buckley","RB /BataviaAurora, IL","RB",0,"Western Michigan Broncos",121000,1700
"862","Cole Cabana","RB /DexterDexter, MI","RB",92.06,"Michigan Wolverines",121000,40000
"863","Quinten Joyner","RB /ManorManor, TX","RB",92.18,"Usc Trojans",119000,3200
"864","Cameron Seldon","RB /NorthumberlandHeathsville, VA","RB",93.33,"Tennessee Volunteers",119000,4600
"865","Nathan Carter","RB /Bishop KearneyRochester, NY","RB",79.12,"Michigan State Spartans",116000,6300
"866","Jeremiah Cobb","RB /Montgomery Catholic PreparatoryMontgomery, AL","RB",93.53,"Auburn Tigers",116000,7200
"867","Rodney Hill","RB /Bulloch AcademyStatesboro, GA","RB",88.22,"Florida State Seminoles",116000,16000
"868","Montrell Johnson","RB /De La SalleNew Orleans, LA","RB",85,"Florida Gators",112000,22000
"869","Cody Schrader","RB /Lutheran SouthSaint Louis, MO","RB",0,"Recruits",111000,5600
"870","Kedrick Reescano","RB /New CaneyNew Caney, TX","RB",93.53,"Ole Miss Rebels",110000,6400
"871","Amari Daniels","RB /Miami CentralMiami, FL","RB",91.32,"Texas Am Aggies",108000,19000
"872","Dakereon Joyner","RB /Fort DorchesterNorth Charleston, SC","RB",91.11,"South Carolina Gamecocks",108000,66000
"873","Gabe Ervin Jr.","RB /BufordBuford, GA","RB",87.78,"Nebraska Cornhuskers",107000,19100
"874","Rahmir Johnson","RB /Bergen CatholicOradell, NJ","RB",89,"Nebraska Cornhuskers",101000,14500
"875","Kaleb Jackson","RB /Liberty Magnet High SchoolBaton Rouge, LA","RB",92.26,"Lsu Tigers",1e+05,4900
"876","LeQuint Allen","RB /MillvilleMillville, NJ","RB",85.85,"Syracuse Orange",99000,12000
"877","Daylan Smothers","RB /West CharlotteCharlotte, NC","RB",89.49,"Oklahoma Sooners",99000,95000
"878","Trey Holly","RB /Union ParishFarmerville, LA","RB",91.06,"Lsu Tigers",96000,25000
"879","Josh Williams","RB /The Kinkaid SchoolHouston, TX","RB",77.27,"Lsu Tigers",94000,25000
"880","Roydell Williams","RB /Hueytown Hueytown, AL","RB",94.5,"Alabama Crimson Tide",94000,15200
